Depth,RxoRt,RLL3,SP,RILD,MN,MI,MCAL,DCAL,RHOB,RHOC,DPOR,CNLS,GR
3167.5,-12.4067,5.1371,-44.1989,3.6939,0.3338,0.1038,5.0922,2.0213,2.1426,0.301,33.1807,19.9269,71.0756
3168,-13.1315,5.1835,-44.2243,3.6058,0.3324,0.1038,5.1077,2.0209,2.1368,0.2972,33.5202,20.7536,71.0517
3168.5,-13.2997,5.0604,-43.8494,3.5248,0.3214,0.1025,5.0985,2.0218,2.1201,0.2881,34.4999,21.6482,70.4594
3169,-12.853,4.8119,-43.1893,3.4648,0.3031,0.0994,5.0928,2.0217,2.0954,0.2772,35.9419,20.913,69.1452
3169.5,-11.9913,4.565,-42.4248,3.4378,0.2849,0.0964,5.0878,2.0207,2.0628,0.2656,37.8451,19.233,73.3784
3170,-11.0488,4.4625,-41.774,3.4451,0.2723,0.0946,5.1041,2.0216,2.0206,0.2527,40.3145,17.6148,82.5951
3170.5,-10.3611,4.4891,-41.4491,3.4689,0.2664,0.0936,5.0874,2.0225,1.9697,0.2378,43.2904,16.7104,90.8668
3171,-10.1553,4.5156,-41.5997,3.4806,0.2665,0.0934,5.0868,2.0222,1.9153,0.2222,46.4715,16.9821,93.7495
3171.5,-10.5404,4.4954,-42.262,3.463,0.2716,0.0948,5.0856,2.0217,1.862,0.2067,49.5884,17.5908,90.8013
3172,-11.6132,4.5147,-43.3386,3.4135,0.2785,0.0954,5.1034,2.0211,1.8103,0.1904,52.6161,17.9231,83.762
3172.5,-13.4453,4.5897,-44.6241,3.3381,0.2869,0.0942,5.0947,2.021,1.7591,0.1725,55.61,18.2969,77.2958
3173,-15.9359,4.8121,-45.8656,3.2467,0.3014,0.0951,5.0938,2.0214,1.7106,0.1538,58.4447,19.5671,74.4157
3173.5,-18.7511,5.1315,-46.8261,3.1545,0.3173,0.0977,5.0882,2.0214,1.6692,0.1371,60.8653,21.4883,74.6703
3174,-21.5679,5.3177,-47.323,3.0749,0.3245,0.0985,5.1055,2.0203,1.6366,0.1237,62.7733,22.5651,75.2916
3174.5,-24.2386,5.4685,-47.2361,3.0098,0.3249,0.0983,5.0934,2.0209,1.6094,0.1128,64.3597,22.3901,74.0413
3175,-26.4367,5.9509,-46.5064,2.9584,0.3233,0.0985,5.0887,2.0222,1.5821,0.1026,65.9577,21.5668,71.624
3175.5,-27.4068,6.4027,-45.1497,2.9293,0.3177,0.0986,5.0983,2.022,1.5506,0.091,67.8018,20.7158,72.3396
3176,-26.4071,6.1886,-43.2893,2.9356,0.3056,0.0969,5.1023,2.0212,1.5151,0.0773,69.8776,20.0949,76.3185
3176.5,-23.3718,5.5064,-41.1822,2.9799,0.289,0.0936,5.0844,2.0212,1.4792,0.0627,71.9781,20.0363,79.2419
3177,-19.07,4.8502,-39.2091,3.0484,0.2716,0.0906,5.0824,2.0199,1.4461,0.0493,73.9149,21.1321,83.3265
3177.5,-14.6918,4.3661,-37.8119,3.1198,0.2587,0.0885,5.0951,2.0198,1.4164,0.0376,75.6472,22.5087,95.4296
3178,-11.3751,3.9832,-37.3927,3.1766,0.2578,0.0891,5.0976,2.0203,1.3902,0.027,77.1793,22.8555,114.0529
3178.5,-9.9894,3.8659,-38.2057,3.2029,0.2718,0.0913,5.0958,2.0194,1.37,0.0177,78.3618,22.3565,127.4065
3179,-10.9713,3.984,-40.2766,3.1824,0.3039,0.0958,5.0861,2.0206,1.3612,0.012,78.8757,21.6414,125.9187
3179.5,-14.1393,4.2535,-43.3809,3.1054,0.3593,0.1052,5.1034,2.022,1.3678,0.0119,78.4902,22.7068,111.147
3180,-18.6711,4.8188,-47.0955,2.9821,0.4208,0.1149,5.0994,2.0209,1.3875,0.0173,77.3406,25.8912,90.2956
3180.5,-23.4242,5.3219,-50.9121,2.844,0.4676,0.1222,5.0929,2.0197,1.4123,0.0259,75.8913,26.2988,71.7267
3181,-27.5517,5.6004,-54.374,2.7177,0.5043,0.1299,5.0875,2.0214,1.4339,0.0353,74.6235,23.1918,61.0177
3181.5,-30.8254,5.8377,-57.1776,2.6059,0.5385,0.1383,5.1063,2.0222,1.4479,0.0437,73.8048,21.1971,56.5547
3182,-33.3353,6.0456,-59.2065,2.498,0.569,0.1461,5.088,2.0211,1.4531,0.0495,73.503,21.2943,53.938
3182.5,-35.0484,6.0644,-60.4996,2.3957,0.5951,0.1528,5.084,2.0205,1.4506,0.0517,73.6497,22.1166,53.2854
3183,-35.8168,5.8657,-61.1847,2.318,0.6209,0.1591,5.0839,2.0203,1.4435,0.0502,74.0615,22.1088,53.0929
3183.5,-35.8401,5.5582,-61.4106,2.283,0.6545,0.1685,5.108,2.0215,1.4357,0.0459,74.5217,21.2637,53.8594
3184,-35.8773,5.3566,-61.2962,2.2906,0.7022,0.1827,5.0985,2.0212,1.4302,0.0408,74.8397,20.3525,57.6894
3184.5,-36.7181,5.5703,-60.9004,2.3218,0.7605,0.1991,5.0939,2.0201,1.4308,0.0372,74.809,20.1148,64.1323
3185,-38.3773,6.3,-60.2188,2.3499,0.8162,0.2148,5.0884,2.0196,1.4401,0.0372,74.2625,20.7739,73.346
3185.5,-39.8979,7.024,-59.2078,2.3636,0.8487,0.2252,5.1082,2.0211,1.4566,0.0407,73.3009,22.0719,76.8073
3186,-40.0214,7.2209,-57.8393,2.3736,0.8454,0.2268,5.0971,2.0214,1.4718,0.0451,72.4084,22.8583,68.3398
3186.5,-38.0027,6.7663,-56.1739,2.3967,0.8159,0.2239,5.0895,2.0217,1.4751,0.0465,72.2176,22.0776,60.5485
3187,-33.9503,5.8538,-54.4189,2.4446,0.7749,0.2187,5.0981,2.022,1.461,0.0421,73.0432,20.9614,59.4632
3187.5,-28.8665,4.9849,-52.9209,2.5183,0.7309,0.2082,5.1071,2.0213,1.4345,0.0328,74.5916,20.2548,61.0617
3188,-24.4974,4.429,-52.0657,2.6051,0.696,0.1973,5.0925,2.0221,1.4077,0.0228,76.1571,19.6408,69.4917
3188.5,-22.7009,4.2202,-52.1218,2.6816,0.6863,0.1942,5.0841,2.0222,1.3914,0.0168,77.1126,19.4599,83.9041
3189,-24.2205,4.5284,-53.1168,2.7327,0.7081,0.1973,5.0946,2.0214,1.3887,0.0163,77.2682,19.9125,89.0798
3189.5,-28.0017,5.4495,-54.83,2.7638,0.7476,0.2015,5.1017,2.0218,1.395,0.0184,76.8988,20.1502,78.8925
3190,-32.1808,6.6331,-56.9006,2.7837,0.7894,0.2074,5.0963,2.0215,1.402,0.0194,76.4925,19.9477,66.8062
3190.5,-35.4746,7.449,-58.9766,2.7867,0.8307,0.2172,5.0859,2.022,1.4035,0.0182,76.4031,19.6858,63.4953
3191,-37.5618,7.5901,-60.8172,2.7616,0.8662,0.2288,5.1045,2.0218,1.3996,0.0164,76.6344,19.3506,63.6761
3191.5,-38.6875,7.4423,-62.3163,2.7071,0.8844,0.2364,5.0984,2.0215,1.3947,0.0159,76.9162,18.8102,62.2204
3192,-39.2214,7.2296,-63.4709,2.6349,0.8851,0.2373,5.0909,2.0211,1.3935,0.0168,76.9882,18.3158,63.6434
3192.5,-39.4926,7.0041,-64.3333,2.5569,0.8697,0.2309,5.0873,2.0189,1.3963,0.0177,76.8219,17.809,68.5057
3193,-39.7483,6.8049,-64.9721,2.478,0.8381,0.2188,5.107,2.0199,1.4004,0.0179,76.5845,17.0405,71.0045
3193.5,-40.1032,6.6636,-65.4462,2.4001,0.7972,0.2036,5.0962,2.0212,1.4032,0.0184,76.4213,16.8282,69.7979
3194,-40.5432,6.5559,-65.7881,2.3245,0.7625,0.1918,5.0868,2.0218,1.4048,0.0207,76.3254,17.6744,68.7959
3194.5,-40.9637,6.4462,-65.9964,2.2553,0.7477,0.188,5.0843,2.0223,1.4064,0.0247,76.2342,18.6713,69.8172
3195,-41.2351,6.2942,-66.0366,2.2008,0.7585,0.1928,5.1059,2.0221,1.4076,0.0288,76.1655,19.3294,69.238
3195.5,-41.3782,6.1341,-65.8512,2.1658,0.79,0.2044,5.0871,2.0211,1.4072,0.0312,76.1848,20.3517,67.7865
3196,-41.5407,6.105,-65.3763,2.1489,0.8215,0.2153,5.0838,2.0203,1.4054,0.0312,76.291,21.5445,69.8526
3196.5,-41.6924,6.216,-64.5576,2.1513,0.8305,0.2176,5.087,2.0196,1.4035,0.0295,76.406,21.6594,72.2914
3197,-41.6174,6.3528,-63.3618,2.1747,0.8138,0.212,5.1076,2.0195,1.4026,0.0271,76.4548,20.7908,69.244
3197.5,-41.1619,6.4131,-61.7879,2.2149,0.789,0.2039,5.0937,2.021,1.4036,0.025,76.3996,19.6436,66.0879
3198,-40.1678,6.4045,-59.884,2.2672,0.7705,0.1974,5.0878,2.021,1.4066,0.0241,76.2245,18.2497,68.7626
3198.5,-38.2328,6.4312,-57.7746,2.3361,0.751,0.1906,5.0977,2.0209,1.4105,0.0248,75.9914,17.1096,70.9112
3199,-34.7957,6.341,-55.6836,2.4295,0.7097,0.18,5.1017,2.0218,1.4122,0.0253,75.8918,17.5091,71.0119
3199.5,-29.6461,5.7137,-53.9284,2.548,0.6329,0.1635,5.087,2.021,1.4088,0.0236,76.0918,18.8313,74.1072
3200,-23.5078,4.6727,-52.8657,2.6812,0.537,0.1438,5.0848,2.0211,1.4021,0.0202,76.4834,19.3857,82.3768
3200.5,-18.3323,3.872,-52.7928,2.8062,0.4792,0.1347,5.0967,2.0221,1.3984,0.0182,76.7047,19.5301,93.4292
3201,-16.4744,3.728,-53.8432,2.8867,0.5082,0.1466,5.1057,2.0225,1.4028,0.021,76.445,20.7746,98.9903
3201.5,-18.5341,4.2948,-55.9245,2.8953,0.6006,0.1676,5.0976,2.0217,1.4157,0.0292,75.6909,22.408,92.604
3202,-22.7377,5.3358,-58.732,2.8303,0.6869,0.1823,5.0852,2.0214,1.4326,0.0398,74.7044,23.0606,78.0811
3202.5,-26.8511,6.0483,-61.837,2.7095,0.7289,0.1893,5.1033,2.0223,1.4472,0.0483,73.8473,22.6527,67.8767
3203,-29.7868,5.812,-64.8091,2.5613,0.7419,0.1937,5.1001,2.0227,1.4548,0.0517,73.4027,21.8767,67.6668
3203.5,-31.8719,5.2085,-67.3224,2.415,0.7579,0.1984,5.093,2.0217,1.4542,0.05,73.4387,21.8296,71.4682
3204,-34.2222,4.9593,-69.2081,2.2888,0.789,0.2035,5.0878,2.0213,1.4485,0.046,73.7721,22.4478,75.0816
3204.5,-37.4753,5.4452,-70.4499,2.1869,0.8184,0.2068,5.1068,2.0215,1.4431,0.0427,74.0869,21.9356,77.571
3205,-41.0544,6.2582,-71.1381,2.1067,0.826,0.2068,5.0962,2.0206,1.4424,0.0415,74.13,20.152,74.7319
3205.5,-43.8769,6.6624,-71.4084,2.0461,0.8107,0.2031,5.088,2.0207,1.4473,0.0427,73.8403,18.5302,68.5401
3206,-45.3273,6.6026,-71.3889,2.0061,0.7842,0.1961,5.0862,2.0218,1.4559,0.0453,73.3408,17.4776,66.2558
3206.5,-45.4518,6.4075,-71.1647,1.9894,0.7604,0.1893,5.1057,2.0205,1.4648,0.0478,72.8193,17.3975,66.9972
3207,-44.7066,6.2295,-70.7678,1.9954,0.7482,0.1859,5.0898,2.0199,1.4718,0.0491,72.4079,18.5814,67.4506
3207.5,-43.6952,6.0965,-70.1868,2.017,0.7504,0.1861,5.0866,2.0204,1.4766,0.0492,72.1272,20.0667,69.6548
3208,-42.9656,5.9941,-69.3868,2.0453,0.7665,0.1895,5.0889,2.02,1.4807,0.0493,71.8866,20.4363,75.5578
3208.5,-42.8453,6.0056,-68.3273,2.077,0.7825,0.1931,5.1082,2.0205,1.4867,0.0513,71.5392,19.7666,78.2193
3209,-43.2798,6.2402,-66.9689,2.1166,0.782,0.1919,5.0928,2.0198,1.4959,0.0561,71.0025,19.1234,74.8661
3209.5,-43.8371,6.6743,-65.2718,2.1686,0.773,0.1876,5.0947,2.0199,1.5071,0.0624,70.3442,18.1323,72.8103
3210,-43.9174,7.1535,-63.1956,2.2298,0.772,0.1847,5.0993,2.0211,1.5178,0.0684,69.7218,16.5751,73.2009
3210.5,-42.9315,7.3347,-60.7137,2.2958,0.7723,0.1825,5.1079,2.0209,1.5258,0.0731,69.2494,15.8443,73.3539
3211,-40.4278,7.0178,-57.8449,2.3718,0.7569,0.1793,5.0932,2.0216,1.5309,0.0768,68.9537,16.73,72.4667
3211.5,-36.2795,6.3553,-54.6917,2.4704,0.7286,0.1767,5.0879,2.0225,1.5329,0.0797,68.8367,17.8158,73.508
3212,-30.9255,5.66,-51.467,2.5929,0.6999,0.1759,5.0969,2.0229,1.5318,0.0815,68.9016,18.7202,76.9999
3212.5,-25.2887,5.0832,-48.4935,2.7195,0.6693,0.1743,5.1018,2.0226,1.5286,0.0812,69.0885,19.8045,79.2301
3213,-20.3288,4.553,-46.1655,2.8293,0.6374,0.1719,5.0845,2.0224,1.5258,0.0788,69.2509,21.3635,86.3339
3213.5,-16.8514,4.1875,-44.8723,2.9166,0.6138,0.1708,5.0843,2.0215,1.5261,0.0751,69.233,23.5044,100.6732
3214,-15.6122,4.1252,-44.8904,2.994,0.6023,0.1683,5.1009,2.0213,1.5317,0.0724,68.9081,24.8111,116.1673
3214.5,-17.5399,4.2286,-46.2769,3.089,0.6206,0.171,5.0974,2.0206,1.5442,0.0737,68.1733,24.1984,127.8509
3215,-23.7337,4.5513,-48.8161,3.2282,0.7088,0.1929,5.0961,2.0195,1.5634,0.08,67.0512,21.9813,129.1778
3215.5,-34.2582,5.9518,-52.0636,3.4235,0.8562,0.2214,5.0918,2.0207,1.584,0.0886,65.8502,17.2961,117.0147
3216,-46.908,8.848,-55.4802,3.6766,0.9972,0.2421,5.1072,2.0215,1.597,0.0948,65.0864,10.7017,98.5557
3216.5,-58.2405,15.0744,-58.5921,3.988,1.093,0.2555,5.0974,2.0221,1.5973,0.0963,65.0683,8.2654,87.9948
3217,-65.413,26.8677,-61.0907,4.3625,1.13,0.2609,5.0921,2.0225,1.5888,0.0945,65.5694,7.3166,89.1709
3217.5,-67.0091,35.3526,-62.8346,4.7997,1.1122,0.2588,5.0883,2.0224,1.5809,0.0926,66.0286,6.9507,93.353
3218,-63.3107,31.716,-63.7755,5.2449,1.0709,0.2524,5.1066,2.0216,1.5811,0.0932,66.0178,7.2575,97.9957
3218.5,-56.0317,22.8711,-63.8752,5.5738,1.0319,0.2434,5.0902,2.0217,1.5896,0.0958,65.5203,8.7843,97.7707
3219,-47.4052,17.3445,-63.0654,5.6714,0.9981,0.2332,5.0864,2.022,1.5997,0.0977,64.9303,12.2984,88.4725
3219.5,-39.192,14.2898,-61.275,5.5108,0.9626,0.2249,5.0856,2.0213,1.6026,0.0963,64.7579,16.5541,80.8679
3220,-32.0209,10.8264,-58.5099,5.1665,0.9291,0.2199,5.1042,2.0218,1.5961,0.0918,65.1382,17.7835,81.3235
3220.5,-25.6652,8.122,-54.9427,4.7609,0.8998,0.2156,5.0928,2.0221,1.5871,0.0877,65.6673,18.5579,83.4494
3221,-19.886,6.7547,-50.9497,4.3929,0.8507,0.2056,5.095,2.0217,1.5844,0.0867,65.8272,18.8743,84.6726
3221.5,-14.9194,5.4759,-47.0459,4.1149,0.7742,0.1918,5.0987,2.0209,1.5911,0.0896,65.433,17.9006,95.6276
3222,-11.6676,4.4136,-43.7192,3.9471,0.7252,0.1891,5.1077,2.0202,1.605,0.0954,64.6225,16.6314,118.1408
3222.5,-11.1653,4.3209,-41.2425,3.8891,0.7514,0.2031,5.0922,2.0215,1.6227,0.1029,63.5871,16.978,132.3931
3223,-13.0302,5.2153,-39.5694,3.9245,0.8152,0.2174,5.0883,2.0225,1.642,0.1108,62.4575,18.3307,124.3418
3223.5,-15.3846,6.3333,-38.3837,4.0235,0.8573,0.2216,5.098,2.0225,1.66,0.118,61.4019,19.1054,105.427
3224,-16.6562,6.8899,-37.278,4.1398,0.8759,0.223,5.1019,2.0213,1.6729,0.1231,60.6496,19.3297,91.6285
3224.5,-16.351,6.883,-35.9587,4.2245,0.8861,0.2264,5.0846,2.0214,1.6778,0.1257,60.3641,19.2131,87.7642
3225,-14.4994,6.5303,-34.3651,4.2613,0.8739,0.2273,5.0841,2.0223,1.6735,0.1254,60.6127,19.0942,88.9625
3225.5,-11.3871,5.8494,-32.6506,4.2622,0.8147,0.2149,5.0964,2.0222,1.6604,0.1221,61.3773,19.9744,92.7688
3226,-7.813,4.9456,-31.0662,4.239,0.7103,0.1879,5.0992,2.0213,1.643,0.117,62.3983,21.6132,100.2787
3226.5,-5.1211,4.2476,-29.8317,4.1974,0.6244,0.171,5.0982,2.0217,1.6306,0.1136,63.124,23.1031,107.7136
3227,-4.5381,4.2091,-29.0754,4.1361,0.6272,0.1821,5.0869,2.0219,1.6318,0.1151,63.0514,25.9066,110.8695
3227.5,-6.1718,4.6422,-28.8562,4.0468,0.7009,0.2048,5.1015,2.0212,1.6475,0.1211,62.1358,29.1361,112.5571
3228,-8.9415,5.0856,-29.2322,3.9343,0.7816,0.2249,5.0962,2.0199,1.6704,0.1285,60.7956,28.9445,113.6595
3228.5,-11.5759,5.2782,-30.3121,3.8242,0.8283,0.2372,5.0901,2.0197,1.6919,0.1349,59.5365,27.0954,112.2976
3229,-13.4547,5.3577,-32.2488,3.7422,0.8246,0.2315,5.0871,2.0202,1.7074,0.1396,58.6318,26.3737,115.7523
3229.5,-14.7858,5.3865,-35.1688,3.6998,0.7819,0.2071,5.1054,2.0212,1.7161,0.1429,58.1224,26.1026,127.7235
3230,-16.4439,5.2622,-39.0696,3.696,0.7435,0.1847,5.0889,2.0222,1.7192,0.1448,57.9432,25.8137,136.9679
3230.5,-19.4789,5.3744,-43.7449,3.718,0.7612,0.1855,5.0882,2.0219,1.7183,0.1455,57.9926,25.8517,135.6885
3231,-24.2942,6.5214,-48.7928,3.7536,0.8241,0.2005,5.0893,2.0214,1.7148,0.145,58.1967,24.5494,120.4397
3231.5,-30.7988,8.1038,-53.715,3.809,0.8681,0.2082,5.1049,2.0226,1.7091,0.1426,58.5328,21.3595,91.9482
3232,-39.506,8.9373,-58.0616,3.9044,0.8828,0.2085,5.0947,2.0224,1.7024,0.1391,58.923,17.7342,65.6936
3232.5,-50.8925,10.4203,-61.5455,4.0653,0.9174,0.2139,5.0942,2.0206,1.6979,0.1366,59.1863,13.4645,53.6696
3233,-63.508,16.2197,-64.0827,4.3239,0.9798,0.2236,5.0893,2.0206,1.6975,0.1361,59.2095,10.789,50.133
3233.5,-74.7515,29.1412,-65.7582,4.7156,1.0293,0.2298,5.1049,2.0217,1.6993,0.1363,59.104,8.9698,44.1733
3234,-83.0419,44.2845,-66.755,5.268,1.0538,0.2325,5.0919,2.0223,1.6997,0.1354,59.08,7.2633,34.7344
3234.5,-88.0618,55.9684,-67.2781,6.0087,1.0647,0.234,5.0876,2.0217,1.6969,0.1338,59.2478,5.7255,28.0832
3235,-89.7593,71.4861,-67.4961,6.9882,1.0676,0.2333,5.0975,2.0204,1.6893,0.1318,59.6879,4.6428,28.5528
3235.5,-87.828,89.3674,-67.5088,8.288,1.0629,0.2311,5.1019,2.0207,1.6739,0.1271,60.5882,4.0395,32.9603
3236,-82.1077,93.8526,-67.3456,9.9944,1.0538,0.2295,5.0848,2.0218,1.6486,0.1165,62.0692,3.7762,36.5325
3236.5,-73.3854,83.5047,-66.994,12.0769,1.0511,0.2308,5.0838,2.0225,1.6169,0.1014,63.9226,3.6898,39.0775
3237,-63.5218,70.5937,-66.4399,14.2295,1.0585,0.2337,5.0955,2.023,1.5866,0.0867,65.6958,3.7684,41.6643
3237.5,-54.2453,63.7797,-65.6968,16.0225,1.0666,0.2361,5.097,2.0231,1.5649,0.0767,66.9663,4.058,44.4318
3238,-46.1748,56.1959,-64.8053,17.226,1.0762,0.2396,5.0958,2.0223,1.5566,0.0728,67.4476,4.3663,48.134
3238.5,-39.1178,47.5293,-63.8057,17.8721,1.0967,0.2477,5.0928,2.021,1.565,0.0758,66.959,4.5241,58.194
3239,-32.7857,40.0177,-62.71,18.156,1.1233,0.2581,5.1085,2.0213,1.5914,0.0864,65.4132,4.6953,79.0993
3239.5,-27.2559,34.4432,-61.4898,18.2893,1.1467,0.2672,5.0988,2.022,1.6369,0.1048,62.7538,4.8964,109.7923
3240,-22.9175,30.6886,-60.0868,18.4064,1.1729,0.2761,5.0917,2.0221,1.7029,0.1313,58.8953,5.0799,144.3486
3240.5,-20.0681,29.0956,-58.4329,18.5222,1.2006,0.2848,5.0881,2.0221,1.7891,0.1654,53.8557,5.4175,164.6318
3241,-18.5294,29.8098,-56.4729,18.4894,1.2162,0.289,5.1072,2.0221,1.889,0.2043,48.014,5.8208,161.3034
3241.5,-17.6403,30.5899,-54.1843,18.0244,1.2123,0.2869,5.0892,2.0223,1.9889,0.2422,42.1709,5.9513,148.2747
3242,-16.549,28.8233,-51.5894,16.8966,1.1903,0.2812,5.0863,2.0219,2.0738,0.2728,37.2064,5.9675,134.2762
3242.5,-14.3103,23.4043,-48.7571,15.2021,1.1427,0.2722,5.0891,2.0214,2.1346,0.293,33.648,6.481,116.2994
3243,-10.2056,16.4506,-45.7939,13.2743,1.0532,0.2548,5.1073,2.0223,2.167,0.3028,31.7552,8.0849,103.1874
3243.5,-4.3138,10.8081,-42.8306,11.3851,0.9104,0.2224,5.0932,2.0216,2.1637,0.3015,31.9467,11.4096,103.4398
3244,2.4709,7.3724,-40.0071,9.7178,0.7262,0.1794,5.0946,2.0212,2.1209,0.2882,34.4514,16.5306,105.0129
3244.5,8.5393,5.3157,-37.4555,8.3727,0.5755,0.1504,5.0884,2.022,2.0565,0.2677,38.215,18.8865,101.983
3245,11.8116,4.3394,-35.2815,7.313,0.541,0.156,5.1052,2.0221,2.0076,0.2521,41.0761,20.8439,95.7392
3245.5,11.2897,4.4635,-33.5477,6.439,0.5933,0.1804,5.0937,2.0221,1.9999,0.2506,41.5243,22.5831,86.5784
3246,8.2571,4.7876,-32.2676,5.6958,0.6168,0.1859,5.088,2.0221,2.0272,0.2607,39.9308,22.5557,82.2405
3246.5,4.7855,4.6765,-31.4172,5.0719,0.5569,0.1624,5.0961,2.022,2.0617,0.272,37.9139,21.6082,88.458
3247,1.9556,4.289,-30.9596,4.5677,0.4863,0.1394,5.1,2.0211,2.0861,0.278,36.4847,20.6662,97.5326
3247.5,-0.1163,4.042,-30.8657,4.1953,0.4569,0.1321,5.0838,2.0199,2.1064,0.2812,35.301,20.3907,101.8965
3248,-1.6958,4.031,-31.1104,3.9487,0.4386,0.1265,5.0853,2.0199,2.1314,0.2855,33.8378,22.5507,102.7751
3248.5,-3.1534,4.0845,-31.6426,3.7807,0.4032,0.1149,5.103,2.0211,2.1583,0.2916,32.2629,27.8473,99.2378
3249,-4.6505,4.1165,-32.3512,3.6454,0.3581,0.1048,5.0984,2.0218,2.1811,0.2975,30.929,31.7057,97.2204
3249.5,-6.0563,4.1192,-33.0624,3.5313,0.3201,0.0996,5.096,2.0212,2.1999,0.3018,29.8305,31.153,96.5462
3250,-7.2105,4.1412,-33.5811,3.4434,0.2962,0.0949,5.0857,2.0203,2.2161,0.304,28.8847,27.8575,89.3345
3250.5,-8.0629,4.1636,-33.7544,3.3843,0.281,0.0906,5.1015,2.0205,2.227,0.3038,28.2482,24.8591,78.8877
3251,-8.6439,4.1742,-33.5205,3.3573,0.2659,0.0874,5.0977,2.0207,2.2295,0.3015,28.0989,23.9325,75.0778
3251.5,-9.0994,4.1607,-32.9203,3.3647,0.2512,0.0846,5.092,2.0208,2.2262,0.2987,28.2925,24.2382,76.1858
3252,-9.6588,4.2257,-32.0752,3.4034,0.2423,0.083,5.0884,2.0216,2.224,0.298,28.4214,24.5259,74.7174
3252.5,-10.3982,4.4695,-31.1454,3.4666,0.2391,0.0829,5.1071,2.0228,2.2275,0.3008,28.2156,24.5206,72.9084
3253,-11.1113,4.7723,-30.28,3.5487,0.2377,0.0842,5.0893,2.0232,2.2347,0.3062,27.7967,24.7628,73.5531
3253.5,-11.5182,4.9892,-29.5734,3.6456,0.2365,0.0863,5.0854,2.0227,2.2397,0.3111,27.5003,23.9717,76.1047
3254,-11.4987,5.0793,-29.0439,3.7593,0.2353,0.0868,5.0877,2.0214,2.2387,0.3128,27.5632,21.9186,79.6488
3254.5,-11.1656,5.123,-28.648,3.8973,0.2345,0.086,5.1081,2.0217,2.2285,0.3097,28.1582,20.7314,79.9936
3255,-10.8212,5.2466,-28.3179,4.0583,0.2343,0.0856,5.0955,2.0218,2.2051,0.301,29.5261,20.3326,77.2755
3255.5,-10.7192,5.489,-27.9954,4.2255,0.2343,0.0845,5.0955,2.0222,2.1687,0.2881,31.6537,20.4223,76.8314
3256,-10.8053,5.8578,-27.6451,4.3786,0.2329,0.082,5.0978,2.0218,2.1297,0.2761,33.9339,21.8654,81.334
3256.5,-10.7646,6.1561,-27.2494,4.5092,0.2309,0.0803,5.1055,2.0205,2.1031,0.2702,35.4922,24.2788,86.0487
3257,-10.3404,6.1414,-26.8062,4.6268,0.2308,0.0805,5.0928,2.0201,2.0986,0.2722,35.7561,25.9423,86.7177
3257.5,-9.5892,5.982,-26.3351,4.7478,0.2315,0.0819,5.0901,2.0201,2.1167,0.2803,34.6947,25.7786,87.4311
3258,-8.8112,5.9712,-25.8835,4.8743,0.2305,0.0826,5.0991,2.0211,2.1484,0.29,32.8403,24.5778,92.4691
3258.5,-8.2236,6.229,-25.5158,4.9822,0.2283,0.0824,5.102,2.022,2.1771,0.2959,31.1631,24.1696,99.954
3259,-7.7467,6.4008,-25.2852,5.0418,0.2264,0.0816,5.0837,2.0221,2.1863,0.295,30.628,25.0822,104.1484
3259.5,-7.168,6.1777,-25.2055,5.0547,0.2249,0.0817,5.0829,2.0221,2.1687,0.2884,31.6531,25.453,102.5794
3260,-6.5222,5.8324,-25.244,5.0544,0.2241,0.0836,5.1022,2.0221,2.1291,0.279,33.969,24.161,102.7838
3260.5,-6.2058,5.6356,-25.3373,5.0751,0.2262,0.0857,5.0989,2.0221,2.0792,0.2684,36.8865,23.3651,103.428
3261,-6.6085,5.7714,-25.4199,5.1225,0.2315,0.0871,5.0958,2.0221,2.0311,0.2568,39.7026,23.0383,96.8941
3261.5,-7.6041,6.3421,-25.4462,5.1765,0.2359,0.088,5.0914,2.0221,1.9903,0.2445,42.0905,21.6512,89.6009
3262,-8.5548,6.8325,-25.3994,5.2209,0.237,0.0878,5.1071,2.0224,1.9535,0.2315,44.241,20.1956,87.9053
3262.5,-8.8864,6.8218,-25.2879,5.2588,0.2365,0.0872,5.0961,2.0222,1.9131,0.2176,46.6049,19.4825,89.9404
3263,-8.5282,6.5851,-25.1373,5.3057,0.2379,0.0877,5.0907,2.022,1.8632,0.2015,49.5224,19.294,92.9173
3263.5,-7.8112,6.4326,-24.9814,5.3777,0.2425,0.0891,5.0873,2.0217,1.8024,0.1815,53.0752,19.2914,92.912
3264,-7.1176,6.442,-24.8545,5.4752,0.2483,0.0902,5.1061,2.0218,1.7339,0.1571,57.0825,18.7666,93.0701
3264.5,-6.6313,6.6584,-24.7834,5.5728,0.252,0.0904,5.0889,2.0226,1.6647,0.1305,61.1272,17.8072,94.3639
3265,-6.2887,6.7873,-24.7828,5.6414,0.2532,0.09,5.0869,2.022,1.603,0.1058,64.7358,17.7339,89.5214
3265.5,-5.9417,6.6456,-24.8563,5.6768,0.254,0.0893,5.0887,2.0215,1.553,0.0855,67.6607,19.1348,84.2461
3266,-5.5818,6.4976,-25,5.6943,0.2566,0.09,5.1064,2.0227,1.5137,0.0692,69.9597,20.6463,85.6593
3266.5,-5.3471,6.4714,-25.2072,5.7064,0.2618,0.0918,5.0942,2.0232,1.4827,0.0558,71.7713,20.9616,85.8158
